...1,web_name,gameweek,event_points,next_gw_points,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,correct_as_of_time
491,Livramento,1,1,6,1,NA,NA,441191,0,0,0,0,0,2,0.5,1,Tino,1,491,FALSE,NA,NA,4,441191.jpg,1,Livramento,2,FALSE,NA,a,16,20,22111,22111,7646,7646,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,12,23,10.2,2,3.5,74,24,119,34,148,38,125,37,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
492,Bailey,1,4,1,4,NA,NA,215711,0,0,0,0,0,3,2.8,2.8,Leon,4,492,FALSE,NA,NA,6.5,215711.jpg,4,Bailey,2.7,FALSE,NA,a,2,7,25928,25928,20955,20955,0.6,0.6,30,0,1,0,1,0,0,0,0,0,0,0,14,20,14.8,21,5.6,93,37,82,53,58,35,66,39,NA,NA,1,NA,NA,NA,2021-08-20T17:10:45Z
493,Clyne,1,0,0,0,NA,NA,57328,0,0,0,0,0,2,2.2,1.2,Nathaniel,0,493,FALSE,NA,NA,4.5,57328.jpg,0,Clyne,0.1,FALSE,NA,a,7,31,393,393,874,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,119,308,116,246,90,328,120,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
494,Romero,1,1,0,1,100,75,221632,0,0,0,0,0,2,2.7,1.3,Cristian,1,494,FALSE,NA,2021-08-09T16:30:10Z,5,221632.jpg,1,Romero,0.4,FALSE,NA,a,17,6,4055,4055,2880,2880,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.2,0,0,262,91,248,83,442,173,472,178,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
495,Kucka,1,2,2,2,75,NA,69143,0,0,0,0,0,3,1,1.4,Juraj,2,495,FALSE,Thigh injury - 75% chance of playing,2021-08-19T12:00:16Z,5.5,69143.jpg,2,Kucka,0,FALSE,NA,d,18,57,222,222,479,479,0.4,0.4,68,0,0,1,0,0,0,0,1,0,0,0,3,8.2,0.8,2,1.1,176,71,210,118,167,90,225,105,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
496,Ramsey,1,0,0,0,NA,NA,447715,0,0,0,0,0,3,1.5,1.5,Aaron,0,496,FALSE,NA,NA,4.5,447715.jpg,0,Ramsey,0.2,FALSE,NA,a,2,7,1062,1062,1370,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,155,405,160,363,142,417,159,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
497,Philogene-Bidace,1,0,0,0,NA,NA,481624,0,0,0,0,0,3,1.9,1.9,Jaden,0,497,FALSE,NA,NA,5,481624.jpg,0,Philogene-Bidace,0,FALSE,NA,a,2,7,54,54,269,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,187,475,192,454,182,480,191,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
498,Thompson,1,0,0,0,NA,NA,232247,0,0,0,0,0,2,1.2,0.7,Dominic,0,498,FALSE,NA,NA,4.5,232247.jpg,0,Thompson,0.1,FALSE,NA,a,3,94,172,172,452,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,153,386,153,340,135,398,153,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
499,Baptiste,1,0,3,0,25,NA,432160,0,0,0,0,0,3,0.2,0.4,Shandon,0,499,FALSE,Ankle injury - 25% chance of playing,2021-08-19T18:30:11Z,5,432160.jpg,0,Baptiste,0,FALSE,NA,d,3,94,201,201,665,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,183,469,188,447,178,475,187,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
500,Andone,1,0,0,0,NA,NA,93284,0,0,0,0,0,4,1.8,1.8,Florin,0,500,FALSE,NA,NA,5,93284.jpg,0,Andone,0.2,FALSE,NA,a,4,36,2594,2594,2934,2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,41,438,47,405,39,446,47,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
501,Sarr,1,0,0,0,NA,NA,204727,0,0,0,0,0,2,2.2,2.7,Malang,0,501,FALSE,NA,NA,5,204727.jpg,0,Sarr,0.1,FALSE,NA,a,6,8,203,203,641,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,177,462,177,436,170,467,176,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
502,Kenny,1,0,0,0,NA,NA,153673,0,0,0,0,0,2,1.7,1.7,Jonjoe,0,502,FALSE,NA,NA,4.5,153673.jpg,0,Kenny,0.1,FALSE,NA,a,8,11,275,275,658,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,136,338,135,280,112,354,136,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
503,Gordon,1,1,0,1,NA,NA,232826,0,0,0,0,0,3,1,1,Anthony,1,503,FALSE,NA,NA,4.5,232826.jpg,1,Gordon,0,FALSE,NA,a,8,11,379,379,310,310,0.2,0.2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,0,0.1,391,148,223,122,344,134,270,127,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
504,Gbamin,1,0,0,0,NA,NA,160987,0,0,0,0,0,3,1,1,Jean-Philippe,0,504,FALSE,NA,NA,4.5,160987.jpg,0,Gbamin,0,FALSE,NA,a,8,11,178,178,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,132,344,139,287,113,357,138,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
505,Dewsbury-Hall,1,0,0,0,NA,NA,215413,0,0,0,0,0,3,1,1.5,Kiernan,0,505,FALSE,NA,NA,4.5,215413.jpg,0,Dewsbury-Hall,0,FALSE,NA,a,9,13,165,165,276,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,139,368,146,319,124,381,145,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
506,Elliott,1,1,3,1,NA,NA,444884,0,0,0,0,0,3,2.9,2.9,Harvey,1,506,FALSE,NA,NA,5.5,444884.jpg,1,Elliott,0.1,FALSE,NA,a,11,14,452,452,1249,1249,0.2,0.2,7,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.8,2,0.3,260,121,211,119,172,92,264,125,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
507,Palmer,1,0,0,0,NA,NA,244851,0,0,0,0,0,3,2.5,1.5,Cole,0,507,FALSE,NA,NA,4.5,244851.jpg,0,Palmer,0,FALSE,NA,a,12,43,391,391,427,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,150,397,155,355,137,409,154,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
508,Edozie,1,0,0,0,NA,NA,490503,0,0,0,0,0,3,2.9,1.9,Samuel,0,508,FALSE,NA,NA,5,490503.jpg,0,Edozie,0,FALSE,NA,a,12,43,101,101,287,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,188,476,193,455,183,481,192,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
509,Heaton,1,0,0,0,NA,NA,21205,0,0,0,0,0,1,1.5,1.5,Tom,0,509,FALSE,NA,NA,4,21205.jpg,0,Heaton,0.5,FALSE,NA,a,13,1,2827,2827,2006,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,23,257,4,190,3,279,23,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
510,Dalot,1,0,0,0,NA,NA,216051,0,0,0,0,0,2,2.2,2.2,José Diogo,0,510,FALSE,NA,NA,4.5,216051.jpg,0,Dalot Teixeira,0.1,FALSE,NA,a,13,1,342,342,1001,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,148,370,147,321,128,383,148,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
511,Pereira,1,0,0,0,NA,NA,156689,0,0,0,0,0,3,1.9,1.9,Andreas,0,511,FALSE,NA,NA,5,156689.jpg,0,Pereira,0,FALSE,NA,a,13,1,125,125,414,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,177,451,182,421,169,457,181,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
512,Elanga,1,0,0,0,NA,NA,449434,0,0,0,0,0,3,1.9,1.9,Anthony,0,512,FALSE,NA,NA,5,449434.jpg,0,Elanga,0,FALSE,NA,a,13,1,96,96,363,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,186,474,191,453,181,479,190,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
513,Woodman,1,6,0,6,NA,NA,155503,0,0,0,0,0,1,1.3,0.8,Freddie,6,513,FALSE,NA,NA,4.5,155503.jpg,6,Woodman,0.5,FALSE,NA,a,14,4,12059,12059,2706,2706,1.3,1.3,90,0,0,0,4,0,1,0,0,0,4,0,30,51,0,0,5.1,13,1,341,33,283,32,74,1,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
514,Gillespie,1,0,0,0,NA,NA,81441,0,0,0,0,0,1,0.5,0,Mark,0,514,FALSE,NA,NA,4,81441.jpg,0,Gillespie,0.2,FALSE,NA,a,14,4,1650,1650,598,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,27,264,8,197,7,286,27,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
515,Mumba,1,0,0,0,NA,NA,220686,0,0,0,0,0,2,-0.5,0,Bali,0,515,FALSE,NA,NA,4,220686.jpg,0,Mumba,0.4,FALSE,NA,a,15,45,1976,1976,1971,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,103,275,100,209,70,297,104,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
516,Sargent,1,1,0,1,NA,NA,215476,0,0,0,0,0,4,0.1,0.6,Joshua,1,516,FALSE,NA,NA,5.5,215476.jpg,1,Sargent,0.1,FALSE,NA,a,15,45,1750,1750,1505,1505,0.2,0.2,13,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.3,4,0.7,235,23,244,34,140,25,240,29,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
517,Elyounoussi,1,0,3,0,NA,NA,96787,0,0,0,0,0,3,1.4,1.9,Mohamed,0,517,FALSE,NA,NA,5.5,96787.jpg,0,Elyounoussi,0,FALSE,NA,a,16,20,59,59,359,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,198,494,201,480,196,498,200,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
518,Broja,1,0,1,0,NA,NA,440323,0,0,0,0,0,4,0.8,1.3,Armando,0,518,FALSE,NA,NA,5,440323.jpg,0,Broja,0.7,FALSE,NA,a,16,20,5541,5541,9247,9247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,47,473,52,451,44,478,52,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
519,Long,1,0,0,0,NA,NA,20452,0,0,0,0,0,4,1.1,1.6,Shane,0,519,FALSE,NA,NA,5.5,20452.jpg,0,Long,0.2,FALSE,NA,a,16,20,2695,2695,3147,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,48,480,53,459,45,485,53,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
520,Scarlett,1,0,0,0,NA,NA,490145,0,0,0,0,0,4,1.5,0.5,Dane,0,520,FALSE,NA,NA,4.5,490145.jpg,0,Scarlett,2.2,FALSE,NA,a,17,6,30222,30222,14884,14884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,40,415,46,375,38,427,46,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
521,Alves,1,0,0,0,0,NA,486870,0,0,0,0,0,2,0,2,Frederik,0,521,FALSE,Joined Sunderland on a season-long loan - Expected back 01 Jul,2021-08-14T17:00:13Z,4,486870.jpg,0,Alves,0.4,FALSE,NA,u,19,21,818,818,7672,7672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,113,290,110,225,81,312,114,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
522,Coventry,1,0,0,0,NA,NA,222017,0,0,0,0,0,3,1,2,Conor,0,522,FALSE,NA,NA,4.5,222017.jpg,0,Coventry,0.1,FALSE,NA,a,19,21,703,703,935,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,144,379,151,330,129,392,150,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
523,Cutrone,1,0,0,0,0,NA,209353,0,0,0,0,0,4,0,0.8,Patrick,0,523,FALSE,Season long loan to Empoli,2021-08-15T12:06:51Z,5,209353.jpg,0,Cutrone,0.2,FALSE,NA,u,20,39,1047,1047,6395,6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,45,465,51,439,43,470,51,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
524,Wissa,1,0,0,0,NA,NA,216646,0,0,0,0,0,3,1.6,1.1,Yoane,0,524,FALSE,NA,NA,6,216646.jpg,0,Wissa,0.1,FALSE,NA,a,3,94,282,282,1262,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,222,534,223,527,219,535,223,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
525,A.Armstrong,1,6,2,6,NA,NA,155511,0,0,0,0,0,4,1.3,1.8,Adam,6,525,FALSE,NA,NA,6,155511.jpg,6,Armstrong,2.1,FALSE,NA,a,16,20,69517,69517,18144,18144,1,1,90,1,0,0,3,0,0,0,0,0,0,0,24,33.2,1,40,7.4,39,11,196,26,26,7,39,9,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
526,Chukwuemeka,1,0,0,0,NA,NA,478912,0,0,0,0,0,3,1.5,1.5,Carney,0,526,FALSE,NA,NA,4.5,478912.jpg,0,Chukwuemeka,0,FALSE,NA,a,2,7,366,366,305,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,159,413,164,372,147,425,163,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
527,Chalobah,1,14,6,14,NA,NA,180736,0,0,0,0,1,2,2.2,2.7,Trevoh,14,527,TRUE,NA,NA,5,180736.jpg,14,Chalobah,3,FALSE,NA,a,6,8,128795,128795,15469,15469,2.8,2.8,90,1,0,1,0,0,0,0,0,0,0,2,37,45.4,7,11,6.3,17,6,127,37,91,19,51,13,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
528,Tzolis,1,0,2,0,NA,NA,439509,0,0,0,0,0,3,-0.1,0.4,Christos,0,528,FALSE,NA,NA,5,439509.jpg,0,Tzolis,0.1,FALSE,NA,a,15,45,326,326,664,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,185,472,190,450,180,477,189,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
529,Lukaku,1,0,13,0,100,0,66749,0,0,0,0,0,4,3.7,0,Romelu,0,529,FALSE,NA,2021-08-13T13:30:15Z,11.5,66749.jpg,0,Lukaku,13.4,FALSE,NA,a,6,8,341797,341797,59230,59230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,74,557,74,557,74,557,74,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
530,Balogun,1,1,0,1,NA,NA,232223,0,0,0,0,0,4,1.3,2.3,Folarin,1,530,FALSE,NA,NA,5,232223.jpg,1,Balogun,0.5,FALSE,NA,a,1,3,13355,13355,7492,7492,0.2,0.2,58,0,0,0,1,0,0,0,0,0,0,0,-2,0,0.4,15,0.9,464,46,227,30,78,19,230,27,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
531,Nelson,1,1,0,1,NA,NA,200641,0,0,0,0,0,3,1.4,2.4,Reiss,1,531,FALSE,NA,NA,5,200641.jpg,1,Nelson,0,FALSE,NA,a,1,3,169,169,59,59,0.2,0.2,19,0,0,0,1,0,0,0,0,0,0,0,4,4,11.6,20,3.6,215,97,107,67,63,37,123,68,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
532,Hein,1,0,0,0,NA,NA,463748,0,0,0,0,0,1,1,2,Karl,0,532,FALSE,NA,NA,4,463748.jpg,0,Hein,0.1,FALSE,NA,a,1,3,1552,1552,185,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,35,285,16,220,15,307,35,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
533,Richardson,1,0,0,0,NA,NA,461096,0,0,0,0,0,4,0,0.5,Lewis,0,533,FALSE,NA,NA,4.5,461096.jpg,0,Richardson,0.4,FALSE,NA,a,5,90,17042,17042,3234,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,39,410,45,369,37,422,45,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
534,Thomas,1,0,0,0,NA,NA,461102,0,0,0,0,0,2,0,0.5,Bobby,0,534,FALSE,NA,NA,4,461102.jpg,0,Thomas,0.1,FALSE,NA,a,5,90,3526,3526,614,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,107,283,104,218,75,305,108,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
535,Zeqiri,1,0,0,0,NA,NA,204676,0,0,0,0,0,4,1.5,1.5,Andi,0,535,FALSE,NA,NA,4.5,204676.jpg,0,Zeqiri,0.6,FALSE,NA,a,4,36,28158,28158,5566,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,33,363,39,312,31,376,39,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
536,Karbownik,1,0,0,0,NA,NA,442229,0,0,0,0,0,2,1.5,1.5,Michal,0,536,FALSE,NA,NA,4,442229.jpg,0,Karbownik,0,FALSE,NA,a,4,36,551,551,125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,106,281,103,216,74,303,107,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
537,Richards,1,0,0,0,NA,NA,209045,0,0,0,0,0,3,1.5,1.5,Taylor,0,537,FALSE,NA,NA,4.5,209045.jpg,0,Richards,0,FALSE,NA,a,4,36,211,211,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,137,365,144,315,122,378,143,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
538,Caicedo,1,0,0,0,NA,NA,486672,0,0,0,0,0,3,1.5,1.5,Moisés,0,538,FALSE,NA,NA,4.5,486672.jpg,0,Caicedo,0,FALSE,NA,a,4,36,220,220,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,160,414,165,374,149,426,164,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
539,Emerson,1,1,0,1,0,NA,109533,0,0,0,0,0,2,0,2.2,Emerson,1,539,FALSE,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10Z,4.5,109533.jpg,1,Palmieri dos Santos,0,FALSE,NA,u,6,8,868,868,288,288,0.2,0.2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,2,0.2,330,127,252,87,152,42,265,89,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
540,Hannam,1,0,0,0,NA,NA,223824,0,0,0,0,0,2,1.5,0.5,Reece,0,540,FALSE,NA,NA,4,223824.jpg,0,Hannam,0,FALSE,NA,a,7,31,532,532,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,104,277,101,212,72,299,105,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
541,Rak-Sakyi,1,1,0,1,NA,NA,450542,0,0,0,0,0,3,1.5,0.5,Jesurun,1,541,FALSE,NA,NA,4.5,450542.jpg,1,Rak-Sakyi,0,FALSE,NA,a,7,31,267,267,64,64,0.2,0.2,13,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0.6,253,114,139,83,367,144,245,114,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
542,Street,1,0,0,0,NA,NA,448482,0,0,0,0,0,4,1.5,0.5,Robert,0,542,FALSE,NA,NA,4.5,448482.jpg,0,Street,0.2,FALSE,NA,a,7,31,9367,9367,2188,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,38,406,44,364,36,418,44,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
543,Banks,1,0,0,0,NA,NA,462831,0,0,0,0,0,3,1.5,0.5,Scott,0,543,FALSE,NA,NA,4.5,462831.jpg,0,Banks,0,FALSE,NA,a,7,31,256,256,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,158,412,163,371,146,424,162,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
544,Branthwaite,1,0,0,0,NA,NA,480455,0,0,0,0,0,2,1,1,Jarrad,0,544,FALSE,NA,NA,4,480455.jpg,0,Branthwaite,0.1,FALSE,NA,a,8,11,2032,2032,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,111,288,108,223,79,310,112,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
545,Broadhead,1,0,0,0,0,NA,173818,0,0,0,0,0,4,0,1,Nathan,0,545,FALSE,Joined Sunderland on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07Z,4.5,173818.jpg,0,Broadhead,0.1,FALSE,NA,u,8,11,4128,4128,1735,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,31,348,37,292,29,361,37,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
546,Valery,1,0,0,0,NA,NA,213482,0,0,0,0,0,2,0.5,1,Yan,0,546,FALSE,NA,NA,4,213482.jpg,0,Valery,0.2,FALSE,NA,a,16,20,8332,8332,1203,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,99,271,96,205,66,293,100,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
547,Cundle,1,0,0,0,NA,NA,245923,0,0,0,0,0,3,0.5,0.5,Luke,0,547,FALSE,NA,NA,4.5,245923.jpg,0,Cundle,0,FALSE,NA,a,20,39,580,580,179,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,152,399,157,357,139,411,156,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
548,Campbell,1,0,0,0,NA,NA,461026,0,0,0,0,0,3,0.5,0.5,Chem,0,548,FALSE,NA,NA,4.5,461026.jpg,0,Campbell,0.1,FALSE,NA,a,20,39,3527,3527,936,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,157,409,162,368,145,421,161,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
549,Marques,1,0,0,0,NA,NA,481626,0,0,0,0,0,2,0.5,0.5,Christian,0,549,FALSE,NA,NA,4,481626.jpg,0,Marques,0.2,FALSE,NA,a,20,39,5262,5262,910,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,112,289,109,224,80,311,113,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
550,Greenwood,1,0,0,0,NA,NA,248937,0,0,0,0,0,4,1,0.5,Sam,0,550,FALSE,NA,NA,4.5,248937.jpg,0,Greenwood,0.6,FALSE,NA,a,10,2,24882,24882,4688,4688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,37,400,43,358,35,412,43,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
551,Summerville,1,0,0,0,NA,NA,450070,0,0,0,0,0,3,1,0.5,Crysencio,0,551,FALSE,NA,NA,4.5,450070.jpg,0,Summerville,0,FALSE,NA,a,10,2,453,453,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,156,408,161,366,143,420,160,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
552,Forshaw,1,0,0,0,NA,NA,80179,0,0,0,0,0,3,1,0.5,Adam,0,552,FALSE,NA,NA,4.5,80179.jpg,0,Forshaw,0,FALSE,NA,a,10,2,160,160,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,128,317,135,257,109,335,134,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
553,Woodburn,1,0,0,0,NA,NA,182436,0,0,0,0,0,3,2,2,Ben,0,553,FALSE,NA,NA,4.5,182436.jpg,0,Woodburn,0,FALSE,NA,a,11,14,1185,1185,391,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,134,351,141,296,117,364,140,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
554,Baptiste,1,0,0,0,NA,NA,462384,0,0,0,0,0,2,1,2,Jamal,0,554,FALSE,NA,NA,4,462384.jpg,0,Baptiste,0.1,FALSE,NA,a,19,21,1533,1533,227,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,108,284,105,219,76,306,109,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
555,Varane,1,0,2,0,NA,NA,90152,0,0,0,0,0,2,3.1,3.1,Raphaël,0,555,FALSE,NA,NA,5.5,90152.jpg,0,Varane,0.8,FALSE,NA,a,13,1,34000,34000,3279,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,184,492,184,478,181,496,184,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
556,Fernández,1,0,0,0,NA,NA,240796,0,0,0,0,0,1,1.3,0.8,Álvaro,0,556,FALSE,NA,NA,4.5,240796.jpg,0,Fernández,0,FALSE,NA,a,3,94,170,170,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,54,393,41,348,41,405,54,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
557,Tufan,1,0,0,0,NA,NA,130036,0,0,0,0,0,3,0.9,0.9,Ozan,0,557,FALSE,NA,NA,5,130036.jpg,0,Tufan,0,FALSE,NA,a,18,57,24,24,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,175,446,180,413,166,453,179,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
558,Ødegaard,1,0,3,0,NA,NA,184029,0,0,0,0,0,3,1.9,2.9,Martin,0,558,FALSE,NA,NA,5.5,184029.jpg,0,Ødegaard,0,FALSE,NA,a,1,3,2293,2293,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,207,510,209,499,205,513,209,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
