...1,web_name,gameweek,event_points,next_gw_points,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,correct_as_of_time
229,van Dijk,1,7,6,7,NA,NA,97032,0,0,0,0,0,2,4.3,4.3,Virgil,7,229,FALSE,NA,NA,6.5,97032.jpg,7,van Dijk,14.1,FALSE,NA,a,11,14,89123,89123,36789,36789,1.1,1.1,90,0,0,1,0,0,0,0,0,0,0,1,27,15.6,17.6,6,3.9,121,46,65,13,121,29,108,30,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
230,Mané,1,3,8,3,NA,NA,110979,0,0,0,0,0,3,4.9,4.9,Sadio,3,230,FALSE,NA,NA,12,110979.jpg,3,Mané,3.8,FALSE,NA,a,11,14,9748,9748,60451,60451,0.2,0.2,90,0,0,1,0,0,0,0,0,0,0,0,11,16.4,44,52,11.2,116,46,9,5,15,7,16,8,NA,NA,NA,NA,3,NA,2021-08-20T17:10:45Z
231,Alisson,1,7,9,7,NA,NA,116535,0,0,0,0,0,1,5,5,Alisson,7,231,FALSE,NA,NA,6,116535.jpg,7,Ramses Becker,6.8,FALSE,NA,a,11,14,30142,30142,19635,19635,1.2,1.2,90,0,0,1,0,0,0,0,0,0,3,0,26,29.4,0,0,2.9,50,5,530,56,522,56,142,6,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
232,Fabinho,1,1,7,1,NA,NA,116643,0,0,0,0,0,3,2.9,2.9,Fabio Henrique,1,232,FALSE,NA,NA,5.5,116643.jpg,1,Tavares,0.9,FALSE,NA,a,11,14,6347,6347,12613,12613,0.2,0.2,29,0,0,0,0,0,0,0,0,0,0,0,4,1.6,4.6,0,0.6,247,111,141,84,489,198,247,116,NA,NA,4,NA,NA,NA,2021-08-20T17:10:45Z
233,Salah,1,17,8,17,NA,NA,118748,0,0,0,0,1,3,5,5,Mohamed,17,233,TRUE,NA,NA,12.5,118748.jpg,17,Salah,56.3,FALSE,NA,a,11,14,224414,224414,25698,25698,1.4,1.4,90,1,2,1,0,0,0,0,0,0,0,3,49,70.6,36.4,70,17.7,3,3,15,9,7,3,3,2,NA,NA,2,NA,2,NA,2021-08-20T17:10:45Z
234,Robertson,1,0,7,0,0,0,122798,0,0,0,0,0,2,0,0,Andrew,0,234,FALSE,Ankle injury - Expected back 12 Sep,2021-08-08T18:30:05Z,7,122798.jpg,0,Robertson,1,FALSE,NA,i,11,14,639,639,34318,34318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,190,547,190,544,190,547,190,1,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
235,Origi,1,0,0,0,NA,NA,152760,0,0,0,0,0,4,2.3,2.3,Divock,0,235,FALSE,NA,NA,5,152760.jpg,0,Origi,1.2,FALSE,NA,a,11,14,8955,8955,16388,16388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,42,449,48,419,40,455,48,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
236,Minamino,1,0,0,0,NA,NA,157882,-0.1,1,-0.1,1,0,3,2.8,2.8,Takumi,0,236,FALSE,NA,NA,5.4,157882.jpg,0,Minamino,0.1,FALSE,NA,a,11,14,393,393,2707,2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,190,478,195,457,185,483,194,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
237,Alexander-Arnold,1,6,12,6,NA,NA,169187,0,0,0,0,0,2,5,5,Trent,6,237,FALSE,NA,NA,7.5,169187.jpg,6,Alexander-Arnold,32.9,FALSE,NA,a,11,14,58631,58631,72309,72309,0.8,0.8,90,0,0,1,0,0,0,0,0,0,0,0,24,18.4,48.6,4,7.1,104,37,5,3,146,37,45,10,2,NA,1,NA,NA,NA,2021-08-20T17:10:45Z
238,Gomez,1,0,0,0,NA,NA,171287,0,0,0,0,0,2,3.2,3.2,Joseph,0,238,FALSE,NA,NA,5,171287.jpg,0,Gomez,0.7,FALSE,NA,a,11,14,2808,2808,10680,10680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,173,455,173,426,165,460,172,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
239,Keita,1,3,1,3,NA,NA,175592,0,0,0,0,0,3,2.4,2.4,Naby,3,239,FALSE,NA,NA,5,175592.jpg,3,Keita,0.2,FALSE,NA,a,11,14,3537,3537,2186,2186,0.6,0.6,82,0,0,1,0,0,0,0,0,0,0,0,12,13.4,16.8,4,3.4,135,52,69,46,133,74,126,70,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
240,Jota,1,8,3,8,NA,NA,194634,0,0,0,0,0,3,3.5,3.5,Diogo,8,240,FALSE,NA,NA,7.5,194634.jpg,8,Jota,13.1,FALSE,NA,a,11,14,129785,129785,57653,57653,1.1,1.1,60,1,0,1,0,0,0,0,0,0,0,0,21,37.8,1.9,36,7.6,26,15,170,102,30,16,37,21,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
241,Phillips,1,0,0,0,NA,NA,197464,0,0,0,0,0,2,2.7,2.7,Nathaniel,0,241,FALSE,NA,NA,4.5,197464.jpg,0,Phillips,0.3,FALSE,NA,a,11,14,454,454,4603,4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,143,356,142,304,122,369,143,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
242,Kelleher,1,0,0,0,NA,NA,200720,0,0,0,0,0,1,2.8,2.8,Caoimhin,0,242,FALSE,NA,NA,4.5,200720.jpg,0,Kelleher,0.1,FALSE,NA,a,11,14,127,127,889,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,50,361,37,310,36,374,50,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
243,Konaté,1,0,0,0,NA,NA,204716,-0.1,1,-0.1,1,0,2,3.5,3.5,Ibrahima,0,243,FALSE,NA,NA,5.4,204716.jpg,0,Konaté,2.5,FALSE,NA,a,11,14,4538,4538,51442,51442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,180,479,180,458,177,484,180,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
244,Jones,1,0,0,0,75,0,206915,0,0,0,0,0,3,1.8,0,Curtis,0,244,FALSE,Head injury - 75% chance of playing,2021-08-11T07:00:10Z,5,206915.jpg,0,Jones,0,FALSE,NA,d,11,14,59,59,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,180,463,185,437,174,468,184,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
245,Tsimikas,1,6,0,6,NA,NA,214285,0.1,-1,0.1,-1,0,2,2.1,2.1,Konstantinos,6,245,FALSE,NA,NA,4.1,214285.jpg,6,Tsimikas,27,FALSE,NA,a,11,14,294690,294690,24297,24297,1.5,1.5,90,0,0,1,0,0,0,0,0,0,0,0,21,9.4,2.9,37,4.9,169,70,153,43,27,6,78,18,3,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
246,N.Williams,1,0,0,0,NA,NA,215136,0,0,0,0,0,2,2,2,Neco,0,246,FALSE,NA,NA,4,215136.jpg,0,Williams,0.9,FALSE,NA,a,11,14,2461,2461,6944,6944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,101,273,98,207,68,295,102,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
247,R.Williams,1,0,0,0,NA,NA,219937,0,0,0,0,0,2,2.7,2.7,Rhys,0,247,FALSE,NA,NA,4.5,219937.jpg,0,Williams,0.1,FALSE,NA,a,11,14,149,149,820,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,150,374,149,325,130,387,150,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
248,Davies,1,0,0,0,0,NA,152898,0,0,0,0,0,2,0,2,Ben,0,248,FALSE,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-17T07:00:07Z,4,152898.jpg,0,Davies,0.4,FALSE,NA,u,11,14,1080,1080,6280,6280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,97,269,94,202,63,291,98,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
249,Walker,1,0,6,0,NA,NA,58621,0,0,0,0,0,2,4.1,3.1,Kyle,0,249,FALSE,NA,NA,5.5,58621.jpg,0,Walker,5.6,FALSE,NA,a,12,43,17422,17422,43194,43194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,183,486,183,469,180,490,183,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
250,Gündogan,1,2,3,2,100,NA,59859,0,0,0,0,0,3,4,3,Ilkay,2,250,FALSE,NA,2021-08-16T06:30:14Z,7.5,59859.jpg,2,Gündogan,6.2,FALSE,NA,a,12,43,17625,17625,165640,165640,0.3,0.3,90,0,0,0,1,0,0,0,0,0,0,0,8,12.4,7.8,32,5.2,147,58,124,72,36,20,72,44,2,NA,2,NA,5,NA,2021-08-20T17:10:45Z
251,De Bruyne,1,1,0,1,75,50,61366,0,0,0,0,0,3,4,2.2,Kevin,1,251,FALSE,Ankle injury - 75% chance of playing,2021-08-20T13:30:07Z,12,61366.jpg,1,De Bruyne,2.8,FALSE,NA,d,12,43,35473,35473,36636,36636,0.1,0.1,11,0,0,0,0,0,0,0,0,0,0,0,4,9,11.6,7,2.8,171,68,108,68,111,65,148,77,1,NA,1,NA,3,NA,2021-08-20T17:10:45Z
252,Stones,1,0,0,0,NA,NA,97299,0,0,0,0,0,2,4.1,3.1,John,0,252,FALSE,NA,NA,5.5,97299.jpg,0,Stones,10.7,FALSE,NA,a,12,43,23142,23142,76815,76815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,185,495,185,481,182,499,185,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
253,Mendy,1,3,0,3,NA,NA,102826,0,0,0,0,0,2,4.1,3.1,Benjamin,3,253,FALSE,NA,NA,5.5,102826.jpg,3,Mendy,1.1,FALSE,NA,a,12,43,10126,10126,6617,6617,0.5,0.5,78,0,0,0,1,0,0,0,0,0,0,1,22,15.2,29.1,2,4.6,124,48,31,6,168,51,86,21,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
254,Mahrez,1,2,0,2,NA,NA,103025,0,0,0,0,0,3,4.5,3.5,Riyad,2,254,FALSE,NA,NA,9,103025.jpg,2,Mahrez,7.8,FALSE,NA,a,12,43,49357,49357,67527,67527,0.2,0.2,78,0,0,0,1,0,0,0,0,0,0,0,9,6.4,22.1,18,4.7,197,83,50,33,72,42,84,49,3,NA,3,NA,2,NA,2021-08-20T17:10:45Z
255,Sterling,1,2,1,2,NA,NA,103955,0,0,0,0,0,3,5.1,4.1,Raheem,2,255,FALSE,NA,NA,11,103955.jpg,2,Sterling,2.9,FALSE,NA,a,12,43,10571,10571,31372,31372,0.2,0.2,69,0,0,0,1,0,0,0,0,0,0,0,1,4.2,4.2,31,3.9,213,96,143,86,37,21,109,61,NA,NA,4,NA,6,NA,2021-08-20T17:10:45Z
256,Cancelo,1,2,12,2,NA,NA,121145,0,0,0,0,0,2,4.4,3.4,João Pedro Cavaco,2,256,FALSE,NA,NA,6,121145.jpg,2,Cancelo,7.3,FALSE,NA,a,12,43,30382,30382,37467,37467,0.3,0.3,90,0,0,0,1,0,0,0,0,0,0,0,21,21.2,38.5,12,7.2,84,27,12,4,89,18,42,9,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
257,Ederson,1,2,6,2,NA,NA,121160,0,0,0,0,0,1,5.5,4.5,Ederson,2,257,FALSE,NA,NA,6,121160.jpg,2,Santana de Moraes,10.4,FALSE,NA,a,12,43,29743,29743,40121,40121,0.3,0.3,90,0,0,0,1,0,0,0,0,0,1,0,10,6.6,0,0,0.7,193,19,531,57,523,57,242,19,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
258,Aké,1,2,0,2,NA,NA,126184,0,0,0,0,0,2,3.7,2.7,Nathan,2,258,FALSE,NA,NA,5,126184.jpg,2,Aké,0.5,FALSE,NA,a,12,43,8373,8373,3801,3801,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,15,23.8,0.3,4,2.8,70,20,238,79,132,35,146,45,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
259,Laporte,1,0,5,0,NA,NA,146941,0,0,0,0,0,2,4.1,3.1,Aymeric,0,259,FALSE,NA,NA,5.5,146941.jpg,0,Laporte,1.5,FALSE,NA,a,12,43,3484,3484,14092,14092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,187,502,187,491,186,504,187,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
260,Steffen,1,0,0,0,NA,NA,164484,0,0,0,0,0,1,3.3,2.3,Zack,0,260,FALSE,NA,NA,4.5,164484.jpg,0,Steffen,0.2,FALSE,NA,a,12,43,528,528,1471,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,48,345,35,288,34,358,48,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
261,Bernardo,1,0,10,0,NA,NA,165809,0,0,0,0,0,3,3.9,2.9,Bernardo Mota,0,261,FALSE,NA,NA,7,165809.jpg,0,Veiga de Carvalho e Silva,1.2,FALSE,NA,a,12,43,5388,5388,14719,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,231,548,232,545,231,548,232,7,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
262,Dias,1,2,7,2,NA,NA,171314,0,0,0,0,0,2,4.4,3.4,Rúben Santos,2,262,FALSE,NA,NA,6,171314.jpg,2,Gato Alves Dias,25.1,FALSE,NA,a,12,43,54529,54529,98514,98514,0.3,0.3,90,0,0,0,1,0,0,0,0,0,0,0,14,19.8,1,2,2.3,94,31,197,57,176,54,168,55,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
263,Jesus,1,1,2,1,NA,NA,205651,0,0,0,0,0,4,4.2,3.2,Gabriel Fernando,1,263,FALSE,NA,NA,8.5,205651.jpg,1,de Jesus,3.2,FALSE,NA,a,12,43,28246,28246,43721,43721,0.1,0.1,20,0,0,0,0,0,0,0,0,0,0,0,4,2.4,13.6,0,1.6,238,25,88,10,553,72,202,23,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
264,Zinchenko,1,1,0,1,NA,NA,206325,0,0,0,0,0,2,4.1,3.1,Oleksandr,1,264,FALSE,NA,NA,5.5,206325.jpg,1,Zinchenko,1.6,FALSE,NA,a,12,43,5821,5821,12718,12718,0.2,0.2,11,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.6,0,0.3,231,87,220,70,503,188,263,88,5,NA,5,NA,NA,NA,2021-08-20T17:10:45Z
265,Foden,1,0,0,0,0,0,209244,0,0,0,0,0,3,0,0,Phil,0,265,FALSE,Foot injury - Expected back 11 Sep,2021-08-07T06:30:07Z,8,209244.jpg,0,Foden,1,FALSE,NA,i,12,43,828,828,37081,37081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,233,552,234,550,233,552,234,6,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
266,Rodrigo,1,0,2,0,NA,NA,220566,0,0,0,0,0,3,3.4,2.4,Rodrigo,0,266,FALSE,NA,NA,5.5,220566.jpg,0,Hernandez,0.4,FALSE,NA,a,12,43,2211,2211,5839,5839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,211,517,213,508,209,520,213,NA,NA,NA,NA,4,NA,2021-08-20T17:10:45Z
267,Harrison,1,2,2,2,NA,NA,221399,0,0,0,0,0,3,2.1,1.6,Jack,2,267,FALSE,NA,NA,6,221399.jpg,2,Harrison,4.2,FALSE,NA,a,10,2,9383,9383,40908,40908,0.3,0.3,68,0,0,0,5,0,0,0,0,0,0,0,8,10.2,21.1,7,3.8,164,66,54,37,109,63,114,64,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
268,Torres,1,2,3,2,NA,NA,224444,0,0,0,0,0,3,3.9,2.9,Ferran,2,268,FALSE,NA,NA,7,224444.jpg,2,Torres,2.1,FALSE,NA,a,12,43,26226,26226,17060,17060,0.3,0.3,90,0,0,0,1,0,0,0,0,0,0,0,4,5,2.9,32,4,205,89,154,93,35,19,105,59,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
269,Cavani,1,0,0,0,100,0,40720,0,0,0,0,0,4,3.2,0,Edinson,0,269,FALSE,NA,2021-08-13T14:00:14Z,8.5,40720.jpg,0,Cavani,4.9,FALSE,NA,a,13,1,5751,5751,205235,205235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,72,554,72,552,71,554,72,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
270,de Gea,1,2,2,2,NA,NA,51940,0,0,0,0,0,1,3.1,3.1,David,2,270,FALSE,NA,NA,5,51940.jpg,2,de Gea,3.3,FALSE,NA,a,13,1,28745,28745,18590,18590,0.4,0.4,90,0,0,0,1,0,0,0,0,0,2,0,16,13.2,0,0,1.3,140,16,425,46,388,46,215,16,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
271,Matic,1,1,2,1,NA,NA,62398,0,0,0,0,0,3,1.5,1.5,Nemanja,1,271,FALSE,NA,NA,4.5,62398.jpg,1,Matic,0.3,FALSE,NA,a,13,1,2249,2249,2768,2768,0.2,0.2,21,0,0,0,0,0,0,0,0,0,0,0,4,6.6,1.7,0,0.8,191,80,173,105,252,107,233,108,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
272,Pogba,1,16,9,16,NA,NA,74208,0.1,-1,0.1,-1,1,3,3.1,3.1,Paul,16,272,TRUE,NA,NA,7.6,74208.jpg,16,Pogba,14.1,FALSE,NA,a,13,1,538984,538984,32139,32139,2.1,2.1,74,0,4,0,1,0,0,0,0,0,0,2,46,74.8,60,15,15,2,2,2,1,79,46,6,4,NA,NA,3,NA,3,NA,2021-08-20T17:10:45Z
273,Maguire,1,2,2,2,NA,NA,95658,0,0,0,0,0,2,3.1,3.1,Harry,2,273,FALSE,NA,NA,5.5,95658.jpg,2,Maguire,12.6,FALSE,NA,a,13,1,30417,30417,64502,64502,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,12,10,0.9,4,1.5,166,68,202,59,137,36,205,72,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
274,Fred,1,7,0,7,NA,NA,101582,0,0,0,0,0,3,1.9,1.9,Frederico,7,274,FALSE,NA,NA,5,101582.jpg,7,Rodrigues de Paula Santos,0.8,FALSE,NA,a,13,1,27853,27853,7098,7098,1.4,1.4,90,1,0,0,1,0,0,0,0,0,0,0,25,37.8,7.2,17,6.2,25,14,125,73,73,43,54,30,NA,NA,5,NA,NA,NA,2021-08-20T17:10:45Z
275,Shaw,1,1,5,1,NA,NA,106760,0,0,0,0,0,2,3.1,3.1,Luke,1,275,FALSE,NA,NA,5.5,106760.jpg,1,Shaw,54,FALSE,NA,a,13,1,70754,70754,127471,127471,0.2,0.2,90,0,0,0,1,0,0,0,1,0,0,0,5,6.2,28.7,6,4.1,199,80,33,7,117,27,101,28,1,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
276,Lingard,1,0,6,0,100,25,109322,0,0,0,0,0,3,2.9,0.7,Jesse,0,276,FALSE,NA,2021-08-18T08:30:09Z,7,109322.jpg,0,Lingard,1.4,FALSE,NA,a,13,1,424,424,44175,44175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,230,546,231,543,230,546,231,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
277,Fernandes,1,20,8,20,NA,NA,141746,0.1,-1,0.1,-1,1,3,4.4,4.4,Bruno Miguel,20,277,TRUE,NA,NA,12.1,141746.jpg,20,Borges Fernandes,57.7,FALSE,NA,a,13,1,391772,391772,18130,18130,1.7,1.7,90,3,0,0,1,0,0,0,0,0,0,3,61,106.2,35.9,59,20.1,1,1,16,10,11,6,1,1,4,NA,1,NA,1,NA,2021-08-20T17:10:45Z
278,Martial,1,1,1,1,NA,NA,148225,-0.1,1,-0.1,1,0,4,3,3,Anthony,1,278,FALSE,NA,NA,7.9,148225.jpg,1,Martial,1.6,FALSE,NA,a,13,1,8230,8230,41732,41732,0.1,0.1,15,0,0,0,0,0,0,0,0,0,0,0,5,2.4,1.2,0,0.4,237,24,191,24,549,69,258,31,NA,NA,NA,NA,4,NA,2021-08-20T17:10:45Z
279,Telles,1,0,0,0,0,0,152590,0,0,0,0,0,2,0,0,Alex Nicolao,0,279,FALSE,Ankle injury - Expected back 11 Sep,2021-07-27T23:00:11Z,5,152590.jpg,0,Telles,0,FALSE,NA,i,13,1,48,48,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,171,448,170,418,161,454,170,3,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
280,Henderson,1,0,0,0,25,25,172649,-0.1,1,-0.1,1,0,1,0.7,0.7,Dean,0,280,FALSE,Lack of match fitness - 25% chance of playing,2021-08-13T16:30:12Z,4.9,172649.jpg,0,Henderson,1.2,FALSE,NA,d,13,1,308,308,33667,33667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,55,419,42,379,42,431,55,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
281,Rashford,1,0,0,0,0,0,176297,0,0,0,0,0,3,0,0,Marcus,0,281,FALSE,Shoulder injury - Expected back 16 Oct,2021-07-14T09:00:06Z,9.5,176297.jpg,0,Rashford,0.2,FALSE,NA,i,13,1,261,261,6331,6331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,235,555,235,555,235,555,235,NA,NA,2,NA,2,NA,2021-08-20T17:10:45Z
282,van de Beek,1,0,1,0,NA,NA,180184,-0.1,1,-0.1,1,0,3,2.6,2.6,Donny,0,282,FALSE,NA,NA,5.9,180184.jpg,0,van de Beek,0.1,FALSE,NA,a,13,1,473,473,2880,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,216,525,218,517,214,528,218,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
283,Tuanzebe,1,0,1,0,NA,NA,180804,0,0,0,0,0,2,2.2,2.2,Axel,0,283,FALSE,NA,NA,4.5,180804.jpg,0,Tuanzebe,0.8,FALSE,NA,a,2,7,2962,2962,6737,6737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,138,350,137,295,115,363,138,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
284,Lindelöf,1,5,0,5,NA,NA,184667,0,0,0,0,0,2,2.7,2.7,Victor,5,284,FALSE,NA,NA,5,184667.jpg,5,Lindelöf,0.8,FALSE,NA,a,13,1,9362,9362,5011,5011,1,1,90,0,1,0,1,0,0,0,0,0,0,0,23,30.2,13.4,0,4.4,46,11,89,23,431,166,94,25,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
285,McTominay,1,2,0,2,NA,NA,195851,0,0,0,0,0,3,2.4,2.4,Scott,2,285,FALSE,NA,NA,5.5,195851.jpg,2,McTominay,0.6,FALSE,NA,a,13,1,4504,4504,6299,6299,0.4,0.4,68,0,0,0,1,0,0,0,0,0,0,0,14,15.6,12.4,20,4.8,120,48,96,61,64,38,81,47,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
286,Bailly,1,0,0,0,75,0,197365,0,0,0,0,0,2,2,0,Eric,0,286,FALSE,Lack of match fitness - 75% chance of playing,2021-08-13T14:00:14Z,5,197365.jpg,0,Bailly,0.1,FALSE,NA,d,13,1,57,57,2825,2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,174,459,174,432,167,464,173,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
287,James,1,2,1,2,NA,NA,200617,0,0,0,0,0,3,2.6,2.6,Daniel,2,287,FALSE,NA,NA,6,200617.jpg,2,James,0.2,FALSE,NA,a,13,1,1707,1707,2009,2009,0.3,0.3,74,0,0,0,1,0,0,0,0,0,0,0,3,8.6,12.8,43,6.4,173,70,93,60,20,10,49,27,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
288,Wan-Bissaka,1,2,2,2,NA,NA,214590,0,0,0,0,0,2,3.1,3.1,Aaron,2,288,FALSE,NA,NA,5.5,214590.jpg,2,Wan-Bissaka,9.7,FALSE,NA,a,13,1,15561,15561,58100,58100,0.4,0.4,90,0,0,0,1,0,0,0,0,0,0,0,8,4.8,2.3,2,0.9,206,81,160,45,170,52,231,80,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
289,Greenwood,1,8,5,8,NA,NA,220688,0,0,0,0,0,3,3,3,Mason,8,289,FALSE,NA,NA,7.5,220688.jpg,8,Greenwood,9.4,FALSE,NA,a,13,1,141999,141999,37011,37011,1.1,1.1,90,1,0,0,1,0,0,0,0,0,0,1,28,41.2,23.7,27,9.2,20,10,46,30,43,25,29,16,2,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
290,Williams,1,0,2,0,NA,NA,232937,0,0,0,0,0,2,1.5,1.5,Brandon,0,290,FALSE,NA,NA,4,232937.jpg,0,Williams,2,FALSE,NA,a,13,1,10809,10809,17438,17438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,105,278,102,213,73,300,106,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
291,Shelvey,1,1,0,1,25,NA,50232,0,0,0,0,0,3,0.3,0.9,Jonjo,1,291,FALSE,Calf injury - 25% chance of playing,2021-08-20T10:30:12Z,5.5,50232.jpg,1,Shelvey,0.1,FALSE,NA,d,14,4,552,552,1531,1531,0.2,0.2,69,0,0,0,4,0,0,0,1,0,0,0,7,3.6,14.4,0,1.8,220,98,83,54,465,187,190,94,3,NA,1,NA,NA,NA,2021-08-20T17:10:45Z
292,Ritchie,1,3,0,3,NA,NA,56983,0,0,0,0,0,2,1.7,1.2,Matt,3,292,FALSE,NA,NA,5,56983.jpg,3,Ritchie,0.3,FALSE,NA,a,14,4,3723,3723,2057,2057,0.6,0.6,90,0,1,0,4,0,0,0,0,0,0,0,24,28,54.9,14,9.7,53,13,3,2,80,15,23,3,1,NA,5,NA,3,NA,2021-08-20T17:10:45Z
293,Clark,1,0,1,0,NA,NA,58845,0,0,0,0,0,2,1.2,0.7,Ciaran,0,293,FALSE,NA,NA,4.5,58845.jpg,0,Clark,0.2,FALSE,NA,a,14,4,965,965,1247,1247,0,0,90,0,0,0,4,0,0,0,0,0,0,0,12,16.6,11.6,28,5.6,110,40,105,27,41,9,63,14,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
